한식,520
호프/통닭,198
정종/대포집/소주방,89
분식,76
식육(숯불구이),76
통닭(치킨),76
기타,58
일식,55
경양식,54
까페,48
중국식,35
회집,16
패스트푸드,16
뷔페식,9
김밥(도시락),8
감성주점,2
탕류(보신용),2
"외국음식전문점(인도,태국등)",2
복어취급,1
전통찻집,1
